ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
335906,f,24/05/91,90.33,board of secondary education - andhra pradesh,2008,88.6,"board fo intermediate education, ap",1141,2,B.Tech/B.E.,computer engineering,69.55,1141,0,Andhra Pradesh,2012,725,505,415,0.704090412,465,-1,-1,-1,-1,-1,-1,0.51,1.4368,-0.0537,-1.34787,0.8973,300000
657409,m,08/01/92,76.5,state board,2009,84,state board,11447,2,B.Tech/B.E.,mechanical engineering,87.2,11447,0,Tamil Nadu,2013,380,440,385,0.414337426,-1,-1,-1,366,-1,-1,-1,-0.3027,-0.2871,0.01,0.0192,-0.6692,75000
271549,m,26/02/89,70,mp,2007,60,cbse,1618,2,B.Tech/B.E.,computer engineering,64.3,1618,0,Madhya Pradesh,2011,645,465,575,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.4173,-1.8393,-0.344,1.1199,0.1864,330000
964017,m,14/02/93,78,state board,2010,87.1,state board,1428,2,B.Tech/B.E.,information technology,65,1428,1,Telangana,2014,430,570,615,0.744758354,525,-1,438,-1,-1,-1,-1,-1.308,-1.1196,0.4711,0.0192,0.6721,140000
1066577,m,18/10/92,89.5,state board,2010,73.4,state board,1906,2,B.Tech/B.E.,computer science & engineering,70.06,1906,1,West Bengal,2014,700,505,585,0.486747008,485,-1,376,-1,-1,-1,-1,0.2718,0.0459,-1.0659,-2.136,-1.244,320000
87319,m,27/10/86,56.4,0,2006,72,0,403,2,B.Tech/B.E.,mechanical engineering,64,403,0,Madhya Pradesh,2010,305,395,455,0.654107475,165,-1,-1,420,-1,-1,-1,0.2009,-0.9033,0.3817,0.2973,0.3444,1210000
962441,m,10/08/92,88.67,state board,2009,87.69,state board,436,1,B.Tech/B.E.,chemical engineering,79.65,436,0,Uttarakhand,2014,545,645,735,0.879915203,-1,-1,-1,-1,-1,-1,-1,-0.7335,1.5444,-0.1437,-2.136,0.6721,700000
335296,m,17/08/89,58.33,up,2007,73.33,up,198,2,B.Tech/B.E.,computer science & engineering,71.97,198,0,Uttar Pradesh,2012,395,325,585,0.744758354,395,-1,438,-1,-1,-1,-1,0.8192,0.5008,0.2366,-0.05527,0.6603,120000
833277,m,28/02/91,64,cbse,2009,66,cbse,382,2,B.Tech/B.E.,information technology,69.2,382,0,Uttar Pradesh,2014,465,390,355,0.356536488,355,-1,346,-1,-1,-1,-1,-0.0154,-0.2871,0.3174,0.1459,0.0973,200000
239756,m,10/04/89,85.92,karnataka,2007,79.87,karnataka state,1866,2,B.Tech/B.E.,computer engineering,71.07,1866,1,Karnataka,2011,495,565,454,0.968237496,605,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.4891,0.2973,0.9763,315000
555652,m,14/11/90,88.8,cbse,2009,84.67,state board,1866,2,B.Tech/B.E.,electronics and electrical engineering,70,1866,1,Karnataka,2013,675,605,620,0.985461394,515,500,-1,-1,-1,-1,-1,-0.0154,1.0449,0.4711,1.0333,1.0554,305000
543832,m,01/08/92,73.8,cbse,2008,75.4,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,68.56,55,0,Uttar Pradesh,2013,405,485,680,0.376059587,365,300,-1,-1,-1,-1,-1,-2.272,0.0328,-0.2714,1.1199,-0.4455,335000
244546,m,03/03/89,71,cbse,2007,58,cbse,3427,2,B.Tech/B.E.,electronics and communication engineering,70.1,3427,0,Orissa,2011,525,465,645,0.538386893,385,333,-1,-1,-1,260,-1,-1.9629,0.8128,0.2366,0.6498,0.0284,410000
610635,f,24/01/91,81.4,cbse,2008,74,cbse,7700,1,B.Tech/B.E.,computer science & engineering,76.24,7700,1,Delhi,2013,485,525,620,0.953899775,535,-1,530,-1,-1,-1,-1,0.5591,0.5454,1.7007,-2.0092,1.247,200000
1076441,m,20/06/91,88.1,state board,2009,91.1,state board,15854,2,B.Tech/B.E.,electronics and communication engineering,68.2,15854,1,Telangana,2013,535,435,500,0.20739217,305,260,-1,-1,-1,-1,-1,-0.159,0.8784,0.4711,0.2727,0.6721,315000
754392,m,18/02/92,76,state board,2009,72,state board,8888,2,B.Tech/B.E.,computer science & engineering,63.2,8888,0,Tamil Nadu,2013,510,355,340,0.123016732,285,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,0.4711,0.2727,-0.4776,120000
330813,f,31/05/90,82.3,ssc,2007,96.6,intermediate board,9557,2,B.Tech/B.E.,electronics and communication engineering,83,9557,1,Telangana,2012,445,565,615,0.694479328,-1,366,-1,-1,-1,-1,-1,1.1283,1.1248,-0.344,-0.40777,0.8973,310000
1072316,m,15/10/90,78,cbse,2009,68,cbse,1388,1,B.Tech/B.E.,electronics and electrical engineering,72.3,1388,0,Haryana,2013,510,590,510,0.783303537,395,388,-1,-1,-1,-1,-1,0.8463,-0.4536,0.3174,-0.995,0.0973,375000
1242113,m,03/06/92,66.7,state board,2009,54.2,state board,6545,2,B.Tech/B.E.,instrumentation engineering,66.93,6545,0,Uttar Pradesh,2014,430,470,500,0.299597296,-1,260,-1,-1,-1,-1,-1,0.2718,0.3789,0.4711,-0.2344,0.4805,240000
1084099,m,19/12/90,72,state board,2008,60,state board,8946,2,B.Tech/B.E.,computer science & engineering,63,8946,1,Telangana,2013,440,300,285,-1,-1,-1,-1,-1,-1,-1,-1,1.8517,0.8784,1.547,-0.2344,0.4805,295000
435378,m,08/04/90,82,0,2008,62.3,0,11982,2,B.Tech/B.E.,mechanical engineering,61,11982,0,Orissa,2012,565,475,464,0.068445751,-1,-1,-1,254,-1,-1,-1,-1.4992,-1.2153,-0.9245,-0.5253,-1.8278,360000
108999,f,26/02/87,58.56,kseeb,2006,73,"directorate of technical education,banglore",1279,2,B.Tech/B.E.,electronics and communication engineering,61.8,1279,0,Karnataka,2010,445,465,565,0.376059587,375,300,-1,-1,-1,-1,-1,0.3555,0.6568,0.9623,0.6498,0.5024,260000
982410,m,05/07/92,58,state board,2009,62,state board,184,2,B.Tech/B.E.,computer science & engineering,70.68,184,0,Uttar Pradesh,2014,405,395,390,0.486747008,495,-1,376,-1,-1,-1,-1,-0.7335,-0.1206,0.7785,0.653,0.0973,180000
1251678,m,23/12/90,77,cbse,2007,78,cbse,6884,2,B.Tech/B.E.,computer science & engineering,75.03,6884,0,West Bengal,2013,500,545,665,0.842248322,485,-1,469,-1,-1,-1,-1,-1.4517,-0.6201,-1.8344,-0.1076,0.6721,100000
920550,f,10/08/93,75.6,cbse,2010,83.2,cbse,55,2,B.Tech/B.E.,computer science & engineering,71.1,55,0,Uttar Pradesh,2014,475,460,530,0.744758354,405,-1,438,-1,-1,-1,-1,1.2772,1.5444,1.8543,1.0333,1.247,160000
134985,m,23/10/83,75,wbbse,2002,61.7,wbchse,1424,2,MCA,computer application,79,1424,0,West Bengal,2010,365,365,425,0.377551419,375,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295,310000
1062180,m,28/06/91,74,cbse,2009,66.8,cbse,13801,2,B.Tech/B.E.,electronics and communication engineering,68.9,13801,0,Madhya Pradesh,2013,535,505,510,0.338786347,-1,292,-1,-1,-1,-1,-1,-0.5899,-2.2851,-0.7585,0.0192,-2.5853,80000
1219078,m,17/07/91,92.2,icse,2009,75.6,cbse,11154,2,B.Tech/B.E.,computer science & engineering,81.5,11154,1,West Bengal,2014,685,565,645,0.953899775,595,-1,530,-1,-1,-1,-1,1.4208,1.2114,0.3174,-1.5021,0.2889,325000
333542,f,12/11/90,84.5,ssc,2008,94.1,board of intermediate education,11168,2,B.Tech/B.E.,information technology,70.95,11168,1,Telangana,2012,485,445,575,0.413838256,385,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,0.5269,-1.1422,0.0284,400000
619605,m,28/06/91,89.4,cbse,2009,75.6,state board,275,2,B.Tech/B.E.,mechanical engineering,82.53,275,1,Karnataka,2013,590,610,635,0.840840969,-1,-1,-1,473,-1,-1,-1,0.8463,0.0459,0.7785,-1.8824,0.4805,475000
921298,m,28/05/93,76.2,cbse,2010,88,state board,1577,2,B.Tech/B.E.,information technology,69.8,1577,0,Tamil Nadu,2014,450,510,620,0.744758354,315,-1,438,-1,-1,-1,-1,1.4208,-0.1206,0.4711,-1.3753,1.6302,180000
343541,f,02/02/91,85.33,cbse,2008,78.2,cbse,11368,2,B.Tech/B.E.,electronics and communication engineering,77.25,11368,0,Uttar Pradesh,2012,605,404,454,0.824666401,-1,400,407,-1,-1,-1,-1,1.0896,1.5928,0.672,-1.05407,0.1864,250000
1284293,m,20/06/92,72,cbse,2010,64,cbse,17782,2,MCA,computer application,72,17782,0,Uttarakhand,2015,490,410,485,0.450876584,395,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-0.1437,-0.8682,-0.4776,150000
53838,m,12/06/87,45.6,bse,2007,73.6,chse,1268,2,MCA,computer application,85.2,1268,0,Orissa,2010,365,385,454,0.765673581,485,-1,-1,-1,-1,-1,-1,0.6646,0.3448,-1.0697,0.2973,-0.9194,100000
1261333,m,16/05/92,86.5,state board,2010,82.5,state board,473,2,B.Tech/B.E.,information technology,61.86,473,1,Maharashtra,2014,490,395,485,0.911395278,425,-1,500,-1,-1,-1,-1,-0.0154,-0.6201,-0.2974,0.7798,-1.8189,300000
52923,m,16/08/89,75.83,ssc,2006,68.83,hsc,472,2,B.Tech/B.E.,information technology,55.6,472,1,Maharashtra,2010,525,575,655,0.901489571,545,-1,-1,-1,-1,-1,-1,-2.8903,1.2808,0.8171,-0.8778,0.3444,465000
332800,m,10/07/90,69.4,up board,2007,63,up board,7600,2,B.Tech/B.E.,electronics and communication engineering,61,7600,0,Uttar Pradesh,2013,375,465,265,0.023312168,-1,166,-1,-1,-1,260,-1,-1.1901,0.1888,-1.5051,-1.34787,-0.7615,200000
1190691,m,16/03/93,64,cbse,2010,61,icse,18409,2,B.Tech/B.E.,computer science and technology,63,18409,0,Uttarakhand,2014,455,505,465,0.884122512,535,-1,-1,-1,-1,-1,-1,-1.7389,-1.2861,-1.3733,-0.6147,-0.4776,360000
196482,m,16/09/89,85,0,2006,73.8,0,115,2,B.Tech/B.E.,electronics and communication engineering,77,115,0,Punjab,2011,505,485,615,0.824666401,405,400,-1,-1,-1,-1,-1,-0.5719,-1.0593,-0.1988,1.1199,1.1343,400000
110863,m,04/08/88,85.6,ssc,2006,90.6,board of intermediate,964,2,B.Tech/B.E.,electronics and communication engineering,68.4,964,1,Telangana,2010,395,425,575,0.229481755,435,266,-1,-1,-1,-1,-1,0.8192,0.5008,0.3817,-0.0552,-0.2875,720000
79007,m,26/08/87,80.6,icse,2005,91,icse,137,2,B.Tech/B.E.,information technology,73.06,137,0,Uttar Pradesh,2010,485,505,375,0.635978756,445,-1,-1,-1,-1,-1,-1,0.51,1.7488,0.2366,-1.2303,0.9763,505000
263901,f,16/01/90,78,0,2007,68,0,2513,2,B.Tech/B.E.,computer engineering,68,2513,0,Rajasthan,2011,365,515,645,0.979521744,625,-1,-1,-1,-1,-1,-1,-0.881,0.5008,0.9623,-0.7603,-0.1295,380000
552730,f,07/03/92,69,cbse,2009,72.2,cbse,7542,2,B.Tech/B.E.,computer science & engineering,69.78,7542,1,Delhi,2013,370,500,455,0.704090412,465,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.4511,-1.3753,0.6721,375000
111273,m,05/11/88,89.56,gseb,2006,85,gsheb,992,2,B.Tech/B.E.,electronics and communication engineering,67.45,992,1,Gujarat,2010,485,315,545,0.694479328,345,366,-1,-1,-1,-1,-1,-3.0448,-1.0593,-0.6343,0.7673,0.1864,290000
604198,m,09/03/90,83.2,cbse,2008,72.3,cbse,28,2,B.Tech/B.E.,computer science & engineering,68,28,1,Delhi,2013,545,620,515,0.960903087,595,-1,-1,-1,-1,-1,-1,0.4155,1.0449,1.3933,-0.4879,-0.0943,350000
30122,m,20/07/85,51,up board,2004,48,up board,350,2,MCA,computer application,59,350,0,Uttar Pradesh,2010,275,365,395,0.525922584,415,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,0.2366,1.4724,0.0284,100000
920332,m,03/09/91,60.7,state board,2008,65.66,state board,55,2,MCA,computer application,77.7,55,0,Uttar Pradesh,2014,545,535,470,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,1.0449,-0.2974,-0.995,0.4805,230000
282000,m,23/03/89,76,uttar pradesh board,2006,75,uttar pradesh board,4450,2,B.Tech/B.E.,information technology,65.48,4450,0,Uttar Pradesh,2011,375,535,575,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,-0.1232,1.5428,0.0623,0.3444,315000
1083018,m,25/08/92,91,cbse,2010,91.2,cbse,2921,2,B.Tech/B.E.,electronics and communication engineering,86,2921,0,West Bengal,2014,675,655,585,0.783303537,485,388,-1,-1,-1,-1,-1,0.8463,0.8784,-0.1437,-0.7415,-1.0524,615000
1069526,m,12/04/91,90.6,state board,2009,79.3,state board,5752,2,B.Tech/B.E.,computer science & engineering,65.7,5752,1,Telangana,2013,430,350,475,0.622642916,515,-1,407,-1,-1,-1,-1,1.4208,1.2114,1.2396,-1.1218,1.247,200000
810018,m,21/09/92,63,icse,2010,62,cbse,350,2,B.Tech/B.E.,information technology,62.44,350,0,Uttar Pradesh,2014,380,510,515,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.4517,-1.2861,-0.1437,1.1601,-1.4356,180000
1262987,m,04/12/92,63,state board,2010,63,state board,15807,2,B.Tech/B.E.,mechanical engineering,63,15807,1,Telangana,2014,300,435,390,0.032937018,-1,-1,-1,223,-1,-1,-1,1.8517,-0.2871,1.0859,1.6672,-0.2859,260000
53921,m,25/03/88,75.4,cbse,2004,68.2,cbse,83,2,B.Tech/B.E.,information technology,80,83,0,Uttar Pradesh,2010,555,535,655,0.916869961,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,-0.6343,-1.3478,1.1343,1110000
281866,m,25/06/88,81.8,cbse,2006,71.8,cbse,4450,2,B.Tech/B.E.,electronics and electrical engineering,64.5,4450,0,Uttar Pradesh,2011,415,525,625,0.824666401,-1,400,-1,-1,-1,366,-1,-1.8083,-0.2793,-0.6343,0.0623,-0.1295,170000
1098849,m,05/11/91,75.85,state board,2009,77.2,state board,992,2,B.Tech/B.E.,information technology,80,992,1,Gujarat,2013,525,530,520,0.979521744,625,-1,-1,-1,-1,-1,-1,-0.159,0.8784,1.0859,-0.995,1.0554,180000
827639,m,01/02/93,91.6,cbse,2010,85.6,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,72.7,47,1,Delhi,2014,590,575,635,0.649389715,525,356,-1,-1,-1,-1,-1,1.1336,0.5454,0.01,-2.0092,0.8637,340000
133296,m,20/12/88,66,rbse,2006,55,rbse,4948,2,B.Tech/B.E.,computer engineering,66,4948,1,Rajasthan,2010,405,585,415,0.600057182,435,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.0537,1.4724,1.4502,145000
878844,m,18/03/93,50,cbse,2010,57,cbse,9738,2,B.Tech/B.E.,information technology,65.06,9738,0,Uttar Pradesh,2014,395,425,425,0.744758354,385,-1,438,-1,-1,-1,-1,0.4155,-0.6504,0.3034,0.653,-0.4392,120000
295362,f,25/07/89,89.2,matriculation,2007,86.25,state board,1034,2,B.Tech/B.E.,electronics and communication engineering,76,1034,0,Tamil Nadu,2011,465,595,575,0.376059587,395,300,-1,-1,-1,313,-1,0.3555,0.9688,0.3817,-1.3478,0.1864,180000
811394,m,22/04/90,93.8,cbse,2009,76,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,72.5,47,1,Delhi,2014,615,415,680,0.338786347,425,292,-1,-1,-1,393,-1,1.5644,1.5444,1.8543,-0.3612,0.0973,325000
879261,m,24/03/87,76.66,state board,2004,64.33,state board,3496,2,B.Tech/B.E.,mechanical engineering,72.02,3496,0,Maharashtra,2012,615,525,430,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.5899,0.5454,0.3174,-0.7415,-0.8608,95000
530147,m,07/11/93,90.4,cbse,2009,84.6,cbse,11759,2,B.Tech/B.E.,mechanical engineering,83.5,11759,0,Uttarakhand,2013,430,375,530,0.986525019,-1,-1,-1,580,-1,-1,-1,-1.8083,-1.9953,-2.521,1.0747,-2.0253,205000
815714,f,09/10/91,90.8,cbse,2009,82.6,cbse,5717,2,B.Tech/B.E.,computer science & engineering,64.66,5717,0,Maharashtra,2013,485,535,590,0.911395278,535,-1,500,-1,-1,-1,-1,0.99,1.2114,1.2396,-2.643,1.6302,280000
1290109,m,04/11/90,82.67,state board,2008,74.92,state board,12737,2,B.Tech/B.E.,computer engineering,61.36,12737,1,Rajasthan,2014,580,470,425,0.911395278,535,-1,500,-1,-1,-1,-1,1.7081,1.0449,1.547,0.0192,0.6721,215000
729532,m,11/08/91,94.16,state board,2009,95.5,state board,11000,2,B.Tech/B.E.,electronics and communication engineering,83.62,11000,1,Telangana,2013,380,475,575,0.538386893,375,333,-1,-1,473,-1,-1,0.8463,1.2114,0.1637,-0.7415,1.0554,200000
1058583,m,31/03/90,74.6,state board,2007,81.6,state board,3720,2,B.Tech/B.E.,computer science & engineering,67.8,3720,0,Madhya Pradesh,2011,440,425,415,0.356536488,465,-1,346,-1,-1,-1,-1,-0.159,0.2124,-1.0659,-0.4879,0.2889,350000
390616,m,07/10/90,61.73,ssc,2008,60,hsc,7495,2,B.Tech/B.E.,computer engineering,63.33,7495,0,Maharashtra,2012,455,395,385,0.308400583,355,366,-1,-1,-1,-1,-1,-0.2628,-0.4353,1.2525,0.0623,-0.9194,190000
283428,m,05/04/90,78,cbse,2007,63,cbse,374,2,B.Tech/B.E.,information technology,68.1,374,0,Uttar Pradesh,2011,454,535,464,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.0355,0.8128,-1.2148,1.0024,1.6082,520000
64844,m,10/07/87,74,karnataka secondary education board,2005,64,pre-university board,1109,2,B.Tech/B.E.,electronics and communication engineering,53,1109,1,Karnataka,2010,445,455,405,0.538386893,325,333,-1,366,-1,-1,340,1.1283,-0.4353,0.3817,0.1798,0.5024,335000
359993,m,20/05/90,72,state board,2007,60,state board,1245,2,B.Tech/B.E.,computer engineering,64,1245,1,Tamil Nadu,2012,345,375,315,0.3423149,365,-1,-1,-1,-1,-1,-1,-1.1128,-1.3713,-0.344,1.1492,-2.6572,220000
82837,m,15/03/90,85.6,cbse,2006,79.4,cbse,580,1,B.Tech/B.E.,electronics & instrumentation eng,67.23,580,0,Uttar Pradesh,2011,525,525,565,0.538386893,-1,333,-1,-1,-1,-1,-1,-1.9629,-1.9953,-1.6502,0.6498,-1.2354,450000
239715,m,01/12/89,89.4,cbse,2006,68,cbse,1866,2,B.Tech/B.E.,electronics and communication engineering,68.3,1866,1,Karnataka,2011,635,525,525,0.694479328,385,366,-1,-1,-1,313,-1,0.0464,0.3448,0.9623,-0.2902,0.5024,445000
831320,m,20/05/93,87.7,state board,2010,95.2,state board,9748,2,B.Tech/B.E.,information technology,69.96,9748,1,Telangana,2014,450,555,445,0.744758354,455,-1,438,-1,-1,-1,-1,-0.159,-0.4536,0.9322,-0.2344,-0.6692,200000
601131,m,25/03/91,88,cbse,2008,78,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,87.9,272,0,Punjab,2013,545,605,575,0.824666401,535,400,-1,-1,-1,-1,-1,-3.0315,-2.1186,-1.0659,0.3995,-1.6273,420000
1199988,m,17/06/93,80.8,state board,2010,81.5,state board,12867,2,B.Tech/B.E.,computer science & engineering,74,12867,0,Andhra Pradesh,2014,560,455,405,0.23780284,505,-1,315,-1,-1,-1,-1,1.9953,1.0449,0.4711,-1.6289,0.8637,100000
324330,m,22/01/90,77.6,maharastra board,2008,59,maharashtra board,993,2,B.Tech/B.E.,information technology,58.66,993,1,Maharashtra,2012,405,585,334,0.308400583,355,-1,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1988,-0.7015,-1.2354,120000
1112865,m,04/09/92,87,state board,2010,79,state board,14697,2,B.Tech/B.E.,electronics & telecommunications,70,14697,0,Maharashtra,2014,440,540,535,0.756180114,465,-1,-1,-1,-1,388,-1,-2.1698,-4.2831,-1.8344,-0.4879,-5.0763,315000